item_id,name,discount_price,percentage_discount,regular_price,date_added,url
702145,Karta graficzna Sapphire Pulse Radeon RX 7900 XT 20GB + Starfield Premium (możliwe 3689 zł),3739.0,NA,NA,2023-07-26,https://www.pepper.pl/promocje/karta-graficzna-sapphire-pulse-radeon-rx-7900-xt-20gb-starfield-premium-mozliwe-3689-zl-702145
702144,"Piwo Harnaś 0,5l za 2,39 przy zakupie 3butelek - Delikatesy",NA,NA,NA,2023-07-26,https://www.pepper.pl/promocje/piwo-harnas-05l-za-239-przy-zakupie-3butelek-delokatesy-702144
702146,Piwo Desperados 20 w cenie 10,2.64,-49.0,5.2,2023-07-26,https://www.pepper.pl/promocje/piwo-desperados-20-w-cenie-10-702146
702143,"Jack Wolfskin DNA TUNDRA JKT - Kurtka puchowa, dwa kolory",289.0,-42.0,500.0,2023-07-26,https://www.pepper.pl/promocje/jack-wolfskin-dna-tundra-jkt-kurtka-puchowa-dwa-kolory-702143
702142,Dysk SSD Crucial X8 2TB,459.0,-9.0,504.95,2023-07-26,https://www.pepper.pl/promocje/crucial-x8-2tb-702142
702137,Darmowe webinarium dla biegaczy,NA,NA,NA,2023-07-26,https://www.pepper.pl/promocje/darmowe-webinarium-dla-biegaczy-702137
702141,"NITEO WIERTARKO-WKRĘTARKA, AKUMULATOROWA, 12 V MAX",115.0,-32.0,169.0,2023-07-26,https://www.pepper.pl/promocje/niteo-wiertarko-wkretarka-akumulatorowa-12-v-max-702141
702140,Szlifierka do ścian i podłóg Niteo Tools 1050W 230V (6-stopniowa regulacja) @ Bedronka Home,199.0,-29.0,279.0,2023-07-26,https://www.pepper.pl/promocje/szlifierka-do-scian-i-podlog-niteo-tools-1050w-230v-6-stopniowa-regulacja-at-bedronka-home-702140
702138,Basen rozporowy Bestway fast sete,135.5,-32.0,200.0,2023-07-26,https://www.pepper.pl/promocje/basen-rozporowy-bestway-fast-sete-702138
702136,"Uchwyt samochodowy do kratki wentylacyjnej - Baseus Gravity za 3,83$",15.29,-61.0,39.37,2023-07-26,https://www.pepper.pl/promocje/uchwyt-samochodowy-do-kratki-wentylacji-baseus-gravuty-za-383-702136
